Country,Year,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day
Guinea-Bissau,2010,417543,1045102,1324550,1478349,1511936,1539277,1567220,1567220
Guinea-Bissau,2018,12130,421193,1104246,1695666,1854648,1932994,1939944,1942898
Guinea-Bissau,2021,21686,543754,1260074,1867090,2024904,2087092,2093820,2094216
Guyana,1992,59091,219232,417357,635485,701022,743348,746094,746094
Guyana,1998,39693,90025,188315,428026,576894,705874,737137,746631
Haiti,2001,3183681,5773814,7050240,7906951,8184627,8399114,8463145,8479480
Haiti,2012,3203755,5850432,7562461,8992081,9440334,9888820,10016534,10048020
Honduras,1989,794148,1963505,2947567,3958654,4364229,4745776,4836236,4870632
Honduras,1990,911098,2122207,3147962,4171596,4561251,4907903,4985722,5014678
Honduras,1991,475135,1599328,2824733,4126654,4586780,5011412,5121940,5155451
Honduras,1992,347682,1441397,2674575,4082988,4630835,5103912,5225397,5282496
Honduras,1993,311573,1177953,2387344,3852910,4555669,5182715,5344388,5418141
Honduras,1994,432814,1373914,2472698,3958433,4640118,5302886,5470344,5549764
Honduras,1995,428324,1524651,2679350,4127564,4781503,5470848,5637195,5712983
Honduras,1996,618882,1706363,2924400,4355203,5006774,5666816,5833277,5891152
Honduras,1997,292738,1203632,2343089,4028088,4859871,5729328,5947066,6030911
Honduras,1998,681754,1548359,2538320,4079871,4917640,5804900,6044431,6153180
Honduras,1999,684259,1614496,2688797,4290664,5115389,6014977,6271172,6345960
Honduras,2001,459940,1356435,2323682,3860870,4769162,6033502,6440096,6613429
Honduras,2002,529439,1544041,2670660,4319688,5246522,6383206,6709940,6837306
Honduras,2003,706230,1908460,3116492,4678146,5573592,6588754,6889017,7015520
Honduras,2004,700655,1877823,3102367,4762405,5631628,6721369,7049888,7190490
Honduras,2005,848025,1896224,3014409,4690637,5622822,6760482,7137713,7288136
Honduras,2006,704632,1637499,2715787,4369678,5446458,6839902,7280157,7475392
Honduras,2007,342138,1239623,2392880,4297019,5409383,6874934,7374204,7597036
Honduras,2008,381058,1235038,2340517,4157171,5369888,7061436,7560188,7781168
Honduras,2009,228947,1019936,2126252,4008930,5306360,7151222,7742638,7988214
Honduras,2010,265931,1166415,2347952,4332288,5534858,7303504,7892576,8131188
Honduras,2011,365844,1235009,2419477,4435240,5762570,7545784,8056586,8329112
Honduras,2012,491581,1494061,2884814,5003101,6298904,7870414,8327328,8542763
Honduras,2013,314915,1305434,2618891,4877687,6240440,8003131,8534054,8752607
Honduras,2014,240248,1212377,2627744,4843727,6358098,8132837,8647921,8886128
Honduras,2015,241583,1206199,2655625,4948690,6409987,8296822,8823560,9063902
Honduras,2016,379764,1381937,2678745,4778327,6271509,8297084,8935117,9193568
Honduras,2017,318678,1333849,2647907,4926694,6485088,8525285,9095508,9397421
Honduras,2018,323890,1393872,2668139,5024528,6533783,8637919,9302487,9576790
Honduras,2019,276667,1269053,2631916,4934054,6469674,8802222,9462723,9744223
Honduras (urban),1986,380584,854882,1207262,1509947,1612106,1696805,1714956,1721618
Hungary,1987,0,0,0,0,249930,5399020,9270866,10181439
Hungary,1989,0,0,0,2627033,6263875,9951239,10358768,10462957
Hungary,1991,102883,173836,251885,698892,1442130,6891358,9128167,9958322
Hungary,1993,0,0,0,526059,2451626,8463443,9793556,10105006
Hungary,1994,51224,128384,250761,1053627,2556849,7651216,9250740,9876901
Hungary,1999,21393,21393,124476,917236,2784268,8163366,9595482,9951035
Hungary,2004,8267,10580,40916,573619,1708653,6647508,9026544,9692307
Hungary,2005,29286,73081,155351,742047,1780256,6135823,8660888,9450314
Hungary,2006,7543,13864,31220,404703,1259082,5870999,8735318,9569712
Hungary,2007,2341,15078,40160,397352,1357629,6033334,8799993,9615677
Hungary,2008,385,2135,23683,329277,1265899,5816980,8692288,9548250
Hungary,2009,2127,6494,22926,404753,1417151,6163166,8865101,9653932
Hungary,2010,589,7179,31475,544433,1478933,5912498,8604205,9446661
Hungary,2011,2479,9130,34725,575410,1427942,5813044,8588999,9431673
Hungary,2012,14694,32316,99446,770367,1811548,6284804,8671794,9432598
Hungary,2013,539,17837,85867,725714,1737892,6066130,8465077,9307385
Hungary,2014,45274,64889,113096,535697,1522991,5521136,8304247,9149120
Hungary,2015,30133,61633,129417,388039,1311542,5173455,8077561,9036866
Hungary,2016,59360,132364,188594,325326,906986,4791814,7767332,8923481
Hungary,2017,35962,59635,144497,395796,838765,4468977,7407617,8899064
Hungary,2018,12851,20287,67883,272245,693593,3843317,6954529,8569709
Hungary,2019,7663,29480,86209,248328,541335,3047264,6110284,8182186
Hungary,2020,24649,34269,78823,242616,460962,2910196,5841030,7950896
Hungary,2021,22628,38994,81747,210507,330410,2897284,5450484,7762338
Iceland,2003,0,0,269,1044,2537,16834,57732,132978
Iceland,2004,314,497,497,1180,2089,14844,59573,134336
Iceland,2005,0,110,412,678,1989,13755,59020,126021
Iceland,2006,194,446,845,1315,1646,11048,38460,99088
Iceland,2007,70,251,410,889,1034,7702,33313,82883
Iceland,2008,193,193,193,636,1089,7272,36227,85518
Iceland,2009,191,310,310,952,2264,13378,52825,113547
Iceland,2010,374,475,616,1434,2585,16314,64408,135625
Iceland,2011,282,393,688,2395,3545,17232,70692,137121
Iceland,2012,108,108,365,1050,2418,16995,67271,132550
Iceland,2013,152,152,286,546,1205,12207,56176,128804
Iceland,2014,0,0,174,406,1720,13384,53302,124057
Iceland,2015,0,114,114,425,1190,8830,43466,102981
Iceland,2016,0,0,268,656,943,8028,33825,81933
Iceland,2017,0,0,62,141,763,5508,27123,74237
India,1977,83790872,418730816,587295872,644289856,653341696,658314368,658763008,658880832
India,1983,62565384,422719616,646074048,726262592,738850432,745411200,745826560,745826560
India,1987,32614352,420027040,694107840,797189120,813707520,822672896,824067072,824531264
India,1993,30640492,448797600,772762816,904583488,925674240,934284160,935194496,935500736
India,2004,20392484,464832448,887274432,1085288960,1121274880,1140632320,1143684736,1144610816
India,2009,14763444,412227040,893251136,1149755008,1199447040,1226244480,1229573376,1230851072
India,2011,6657346,289412160,797191616,1142782464,1215344512,1255178368,1262027776,1264116352
India,2015,8245948,248795840,808980032,1179858176,1257111296,1315653888,1323710336,1325555200
India,2016,8667989,243312816,803927360,1191281664,1271453696,1330359296,1338947968,1341085696
India,2017,6041566,181679536,739175168,1159591936,1263336448,1339428224,1352356480,1355847680
India,2018,5531914,152299776,644297024,1134487808,1263090688,1357251072,1369049728,1371500672
India,2019,6160710,183071184,609610048,1119104256,1280245248,1375782272,1385084160,1386330112
India,2020,8469457,216238496,675049984,1160852736,1305424384,1391683328,1398324736,1398959616
India,2021,6672762,182129744,621022528,1152833152,1310967424,1403158400,1409355264,1409870720
India (rural),1977,76747080,358125184,480465344,514224224,519204288,521924000,522017952,522017952
India (rural),1983,60776504,359107072,521773408,568363520,575008512,578328128,578328128,578328128
India (rural),1987,32084728,348977376,554699328,616566656,625194880,629723456,630417280,630650624
India (rural),1993,26962692,376509024,615709568,691392896,700025600,703094400,703520256,703703424
India (rural),2004,16754403,387672064,712887744,829963456,845413440,853136192,854641728,854986496
India (rural),2009,12556429,341215680,716157184,868943232,888862528,896800000,897695360,898284608
India (rural),2011,5789130,237978768,633295616,853100928,886517952,900963968,902789248,903480064
India (rural),2015,5918109,196843840,595022784,829567424,867116480,890782336,893601152,894271232
India (rural),2016,6929056,181014144,594269632,833903552,871771648,896714176,899701056,900392128
India (rural),2017,4539546,132345040,563775936,817012224,866521728,901693568,905790208,906495424
India (rural),2018,2671614,106524864,493759104,814333440,867794432,905351168,910379776,911512832
India (rural),2019,3193187,130321936,441763232,782520000,873606528,913676032,916567104,916788736
India (rural),2020,4801536,154219184,484647648,800236864,880803072,919587328,920711040,920722880
India (rural),2021,5323946,130059880,446049312,801838272,886146048,922560512,923312960,923318144
India (urban),1977,7043788,60605612,106830552,130065608,134137384,136390368,136745088,136862864
India (urban),1983,1788884,63612560,124300600,157899120,163841952,167083056,167498448,167498448
India (urban),1987,529628,71049696,139408576,180622544,188512640,192949488,193649840,193880704
India (urban),1993,3677801,72288560,157053216,213190544,225648640,231189728,231674176,231797248
India (urban),2004,3638080,77160368,174386704,255325472,275861472,287496160,289043040,289624288
India (urban),2009,2207016,71011368,177093984,280811872,310584608,329444544,331878112,332566528
India (urban),2011,868216,51433404,163895984,289681664,328826656,354214464,359238560,360636288
India (urban),2015,2327839,51951992,213957296,350290752,389994912,424871520,430109248,431283936
India (urban),2016,1738932,62298676,209657680,357378080,399682112,433645056,439246880,440693536
India (urban),2017,1502021,49334492,175399232,342579680,396814624,437734656,446566240,449352288
India (urban),2018,2860300,45774912,150537936,320154496,395296256,451900000,458669984,459987872
India (urban),2019,2967524,52749240,167846784,336584192,406638784,462106208,468516928,469541344
India (urban),2020,3667921,62019300,190402384,360615872,424621344,472096032,477613728,478236736
India (urban),2021,1348816,52069868,174973248,350994784,424821280,480597888,486042304,486552640
Indonesia,1984,34746236,120616024,150898976,160447344,161872192,162322944,162331968,162331968
Indonesia,1987,30756040,128568640,160919056,170428800,171913408,172421392,172421392,172421392
Indonesia,1990,14866301,112527736,161245360,178175472,180981856,182037872,182159872,182159872
Indonesia,1993,13262886,117319432,168787936,187215744,190090384,191554800,191679264,191709696
Indonesia,1996,7805178,99369456,163632352,192785904,198061536,200739184,201150448,201278208
Indonesia,1998,22751610,141994544,189353856,204984432,206986224,207707120,207790176,207814240
Indonesia,1999,4598402,92812224,172941280,204497904,208933472,210699184,210869408,210914560
Indonesia,2000,4760726,93840888,173376624,206675632,211491040,213762464,213981088,214030848
Indonesia,2001,3894685,87575704,170033232,207613360,213733696,216691936,216984608,217066720
Indonesia,2002,431959,51622976,150301312,205303136,214596176,219132976,219981568,220101136
Indonesia,2003,720146,50913832,148294320,207893296,218406960,222629904,222982656,223077728
Indonesia,2004,871862,54776048,150589760,209433536,220133632,225442848,225814368,225864416
Indonesia,2005,894354,46058996,144206400,211474896,222951232,228126528,228630080,228748352
Indonesia,2006,2755701,60632296,156509296,216167712,226547856,231220448,231614400,231751856
Indonesia,2007,995752,50614800,142951600,210779824,225884080,233505616,234437520,234708480
Indonesia,2008,804292,45671560,138014480,212355296,228711632,236663904,237562608,237760016
Indonesia,2009,820647,45413536,140839456,214788672,231165488,239493392,240522512,240765984
Indonesia,2010,754354,40154824,126775440,207544784,230133936,242070432,243421904,243756048
Indonesia,2011,549802,34847540,120321600,201815296,226734224,243603712,245835840,246505456
Indonesia,2012,312693,26466610,111984040,200241776,227689664,246290128,248726880,249563392
Indonesia,2013,318885,27375396,113813512,197884368,225760912,248086112,251422000,252476144
Indonesia,2014,293781,24809924,109722672,198472800,228302544,250655552,254066768,255190704
Indonesia,2015,347879,21897018,99501888,199237200,231329104,252749296,256406912,257827472
Indonesia,2016,317579,17461084,89419368,187140496,228235632,255063264,259456544,260945568
Indonesia,2017,111071,11379131,69649688,172454528,219165696,256686064,261940928,263390528
Indonesia,2018,135857,11777847,67956224,172650048,220778992,259368912,264507328,265910768
Indonesia,2019,104568,9045612,63181708,171661152,222267792,262341728,267226448,268414496
Indonesia,2020,48256,7682502,59177004,169858416,221448704,263468048,269201056,270730912
Indonesia,2021,67319,7823084,58377052,171549872,223786912,264998096,270888000,272460096
Indonesia,2022,57777,6001220,52609768,172557632,225447168,265219984,272136192,274052128
Indonesia,2023,30325,5038737,48620596,171419696,225836736,265889536,273456416,275651968
Iran,1986,0,4521540,12214124,25899558,34507800,44527676,46948392,47822472
Iran,1990,0,4914302,13916047,30894606,41316856,52010264,54219132,54966768
Iran,1994,0,2533798,11268922,28641396,40574360,54532444,57681696,58766836
Iran,1998,0,2719956,11406555,28435158,40588020,56376588,60381004,61822212
Iran,2005,29515,719146,4031825,16554767,29371214,53297728,61873084,65794976
Iran,2006,19997,607238,4323947,17672610,29932588,53116908,62058404,66053292
Iran,2009,174404,1112372,4506072,16936506,30204224,55598628,65621992,69980328
Iran,2011,33121,386033,2449202,16008159,33047452,63642108,72328072,74870112
Iran,2012,9496,197071,1958246,15273926,32757586,64514332,73184912,75572848
Iran,2013,5208,227038,2164325,16471197,35633844,66876096,74588616,77053264
Iran,2014,37427,495452,3612076,18906148,38243228,68877304,76442256,78698256
Iran,2015,8234,329166,3321825,18893646,38421640,69915592,77721944,80295496
Iran,2016,11173,371993,3471612,19333664,39198396,70731192,78767656,81247624
Iran,2017,4561,279248,3141594,18283878,37013468,69318032,78766008,82081496
Iran,2018,21474,576135,3695854,20905980,40473444,71645472,80241048,83221264
Iran,2019,35634,629960,4878586,25242620,45406152,75553592,82616144,84992880
Iran,2020,39152,709492,5287416,25610182,46554392,76616360,83713696,85899584
Iran,2021,53509,574535,4398510,21859356,41980412,75044904,83506016,86083456
Iran,2022,5897,415483,3366326,19441532,39134564,74461080,83942352,86548712
Iraq,2006,0,10096,607994,7571629,16600166,26774100,28178238,28509812
Iraq,2012,0,30056,826145,8374313,18023100,30898206,33130618,33608688
Ireland,1987,8387,24398,69281,291900,831102,2301016,2999823,3291458
Ireland,1994,5868,5868,17644,44853,340219,1543264,2477169,2934938
Ireland,1995,6355,6355,17828,53396,322773,1493397,2434311,2868999
Ireland,1996,0,8149,8149,52824,245474,1326952,2327483,2846305
Ireland,2000,0,6784,6784,17946,65945,740836,1720386,2556710
Ireland,2002,0,9242,19062,48857,98021,578523,1473559,2268164
Ireland,2003,2620,5101,9695,18761,57914,594604,1458391,2291501
Ireland,2004,1146,2121,3982,16722,41866,579879,1411047,2267630
Ireland,2005,536,903,5291,10962,35753,522785,1305799,2215583
Ireland,2006,2524,17027,20173,23813,57977,357429,1129352,2039204
Ireland,2007,2082,4333,5689,23456,33526,337378,1139541,2089304
Ireland,2008,5465,8104,14750,34299,55485,430830,1344110,2346243
Ireland,2009,16061,22251,32930,62879,102497,547563,1463634,2484087
Ireland,2010,12827,24751,42764,76576,123678,595883,1553828,2564574
Ireland,2011,16279,24959,39009,66129,122938,689547,1673076,2688600
Ireland,2012,4658,15409,30512,58311,97571,727564,1699899,2705282
Ireland,2013,21136,31545,45126,71586,112515,769698,1701118,2735792
Ireland,2014,14381,18116,24059,54173,80280,563078,1497480,2590004
Ireland,2015,12816,17286,22657,38804,57098,490902,1424267,2440136
Ireland,2016,4070,6407,19868,39362,60163,418685,1291137,2344302
Ireland,2017,8914,11691,16123,22352,34706,285558,1015937,2022515
Ireland,2018,191,191,4804,5519,6726,221849,946044,1995543
Ireland,2019,1941,2862,5093,9878,17473,220281,847866,1884901
Ireland,2020,4816,7194,9100,10658,21594,131356,704686,1641089
Ireland,2021,1516,3198,5189,13290,15267,169330,671408,1627907
Israel,1979,0,0,29936,347428,891515,2301636,3104400,3481161
Israel,1986,0,10124,39909,428721,1062929,2622017,3524938,3922513
Israel,1992,0,11031,24538,242533,767465,2638046,3841450,4495152
Israel,1997,14334,14334,56103,349834,1034206,2932406,4259136,4960124
Israel,2001,0,16032,31052,272206,917033,2784558,4217020,5149540
Israel,2002,15393,31564,113653,555283,1230590,3219049,4664660,5485658
Israel,2003,14940,30954,133788,601468,1318792,3226926,4614684,5518146
Israel,2004,16625,33986,136033,662112,1411796,3182692,4526962,5447046
Israel,2005,33494,33494,103771,654713,1280574,3186717,4521676,5456660
Israel,2006,0,15868,84602,633742,1304487,3066670,4496626,5483207
Israel,2007,17714,35313,70686,520217,1166138,2942812,4397754,5402073
Israel,2008,16054,35339,109610,529660,1167939,2977831,4384930,5443879
